"genes" "slopes" "intercept" "p_val_slope" "p_val_intercept" "number_of_species"
"30" "dN.dS_ENSG00000105705" -0.000434093595709241 31.1151345921875 0.658329678118785 8.17331412806181e-11 59
"31" "dN.dS_ENSG00000126457" 0.00134674348108444 10.9270210200589 0.0626413768941821 0.000317518791557868 31
"32" "dN.dS_ENSG00000173889" 0.00136039221161688 27.2545895142612 0.192746427997571 2.79336754788666e-09 65
"33" "dN.dS_ENSG00000149930" 0.00130011146298169 28.0974285745658 0.209285726871108 8.14883653748326e-10 64
"34" "dN.dS_ENSG00000163462" 0.000567095324690125 28.9488597362361 0.60705711936154 1.12213781720202e-09 62
"35" "dN.dS_ENSG00000130826" -0.000576244949574407 29.4577887509181 0.570619307232439 1.90075367988729e-10 56
"36" "dN.dS_ENSG00000102230" 0.00196551976370624 22.7670026782967 0.0643633795925764 2.46982074975137e-08 60
"37" "dN.dS_ENSG00000175387" -0.000930775438443274 15.9523330395351 0.3226318533915 4.03830414921773e-07 28
"38" "dN.dS_ENSG00000113387" -0.00077611374864398 20.3009931063783 0.503483697998404 2.5442377292037e-07 37
"39" "dN.dS_ENSG00000153201" 0.00609708718494778 11.0754454925951 6.72209840959287e-09 0.000386389658215156 55
"40" "dN.dS_ENSG00000148835" 0.00346453444131747 19.5411088511241 0.00040920039176581 4.78668179607047e-07 59
"41" "dN.dS_ENSG00000097007" -0.000307468926286649 30.507077901239 0.765843840197306 4.24415005877635e-10 58
"42" "dN.dS_ENSG00000189221" 0.000384231943615724 28.3631885524454 0.69520514870425 3.27815204388944e-10 61
"43" "dN.dS_ENSG00000150753" -0.00177852248694805 25.515424329827 0.104322038798214 1.80038296239547e-09 41
"44" "dN.dS_ENSG00000184863" 0.000942228801886301 22.8790130196083 0.282246090216779 4.61539122331523e-08 51
"45" "dN.dS_ENSG00000145604" 0.00195518985752333 21.4010507883563 0.0356420637954626 7.23740720294451e-08 59
"46" "dN.dS_ENSG00000151553" 0.00287376674334033 22.7874255233497 0.00595012628432765 2.17520545586537e-07 63
"47" "dN.dS_ENSG00000082701" 0.00364807696043554 16.0563529907937 1.87436347881115e-05 1.55945695848364e-06 55
"48" "dN.dS_ENSG00000127663" 0.0014604337497197 7.7908308088115 0.0726214268119343 0.0539879059158456 28
"49" "dN.dS_ENSG00000108406" 0.00160721883359962 23.8114280022237 0.107736437324717 1.42139416202348e-08 57
"50" "dN.dS_ENSG00000161057" 0.000912595884915519 8.03298839047641 0.123972890616131 0.000237748440267141 19
"51" "dN.dS_ENSG00000089157" -0.000154475911941512 10.5118756023921 0.848354660254197 0.00240130310036443 19
"52" "dN.dS_ENSG00000169967" 2.94012865186489e-05 27.9228115772686 0.976717452860486 1.15695407650534e-09 62
"53" "dN.dS_ENSG00000184708" 0.00082094814382083 28.9248805703459 0.437869542181426 1.15614923624109e-09 62
"54" "dN.dS_ENSG00000132680" 0.000426726551927756 25.7545779347059 0.685300694591197 7.68544379518251e-09 53
"55" "dN.dS_ENSG00000121879" 0.0016771520324547 19.4308703895461 0.0590767353530532 2.49620134209946e-07 53
"56" "dN.dS_ENSG00000108848" 5.51413836556337e-05 27.3070401563166 0.952490416724217 3.83015979803383e-10 58
"57" "dN.dS_ENSG00000166233" 0.00368667165059473 12.0079412305203 0.000699375125732943 0.000345923464561642 42
"58" "dN.dS_ENSG00000066382" 0.00209491879065613 10.7320701284708 0.0183819674461521 8.20508227799203e-05 31
"59" "dN.dS_ENSG00000198791" 0.00175370499408849 3.96809839624049 0.0122694290200727 0.00489444173083556 12
"60" "dN.dS_ENSG00000176986" 1.24893691775949e-05 0.124742454607485 0.003087090169034 8.7555647842513e-10 35
"61" "dN.dS_ENSG00000141646" 0.0011786215942995 21.0459788128248 0.270010991077024 4.58148282408178e-08 49
"62" "dN.dS_ENSG00000175931" -0.000234640656286946 30.7448426358887 0.823883777346369 2.69831827013618e-10 59
"63" "dN.dS_ENSG00000158545" 0.00372654288278912 19.1099534039096 8.82391684009544e-05 8.17430903304364e-07 61
"64" "dN.dS_ENSG00000110171" 0.00392131266859224 18.6505462548684 3.6763312974984e-05 6.75301631188238e-07 62
"65" "dN.dS_ENSG00000157540" 0.00272710467117789 19.7471450200508 0.0157603445333475 1.70445129685706e-06 57
"66" "dN.dS_ENSG00000170873" 0.000960199078793304 28.9430450831969 0.354925599850456 9.95223448207047e-10 63
"67" "dN.dS_ENSG00000141456" 0.00216032026683407 25.898133346039 0.0362303934065577 6.31887540728366e-09 65
"68" "dN.dS_ENSG00000108061" 0.00107044308762546 20.211480471403 0.304136023365678 2.27259691582493e-07 52
"69" "dN.dS_ENSG00000114209" 0.00309015296248112 14.9749492432405 0.00131635266344556 8.14201368730757e-06 50
"70" "dN.dS_ENSG00000183431" 0.00125678828211834 18.8394392801151 0.19628351877585 6.94638496200385e-07 49
"71" "dN.dS_ENSG00000162923" 0.00204292285643743 18.9298688205283 0.0381445857828308 5.51660323703924e-07 48
"72" "dN.dS_ENSG00000147421" 0.00133711823689383 16.9694310623309 0.0806971858039753 4.40148099438236e-07 42
"73" "dN.dS_ENSG00000009335" 0.000581062151804502 29.7449330311863 0.581292163890147 6.99592942543897e-10 64
"74" "dN.dS_ENSG00000122482" 0.00186632576254834 28.0298299543644 0.0869928935563227 3.54361033727014e-09 67
"75" "dN.dS_ENSG00000159720" 0.00143553877612248 9.02850617700468 0.0149922845482882 0.000122600302182624 28
"76" "dN.dS_ENSG00000156983" 0.00187160267175813 27.4482265907636 0.0798694415922425 2.15009319110955e-09 68
"77" "dN.dS_ENSG00000100603" 0.00138433509335289 23.4195275667984 0.139014353450494 7.91313527903669e-08 56
"78" "dN.dS_ENSG00000135624" -0.000667061361122548 26.1475234319637 0.435080006350546 8.80705937080153e-10 47
"79" "dN.dS_ENSG00000112640" 0.00322456506184037 20.0491484355203 0.00200990440205707 3.28539722966649e-07 59
"80" "dN.dS_ENSG00000160216" -0.000216909778620542 24.212871206587 0.821841466400103 6.34447026999825e-08 46
"81" "dN.dS_ENSG00000114742" 0.00258071637600423 17.2009809857772 0.00191810553446478 8.36788551614163e-07 52
"82" "dN.dS_ENSG00000101191" -0.000693457489526114 29.8882937705484 0.457303685985634 2.93232414667326e-10 54
"83" "dN.dS_ENSG00000126261" 0.000893297228869219 22.6711498098186 0.393937415953008 8.88251268465477e-08 51
"84" "dN.dS_ENSG00000068831" 0.000992781053889689 25.951496102507 0.35253996593691 1.64076564398678e-08 57
"85" "dN.dS_ENSG00000177380" 0.00165176264533518 21.4733266399859 0.0682003614432265 2.60110057559155e-07 53
"86" "dN.dS_ENSG00000138207" -0.0012760888033738 34.7551653414002 0.301613827029842 5.69904764829341e-12 64
"87" "dN.dS_ENSG00000005007" 0.00277809590635579 15.6834368182658 0.00188162248206114 8.69691664230286e-06 49
"88" "dN.dS_ENSG00000136709" 0.00194561578889034 25.8915769078606 0.0580110333198199 1.21001491085915e-08 64
"89" "dN.dS_ENSG00000065243" 0.00360044378306216 16.9875120852321 0.000112768266711971 4.93277507999934e-06 59
"90" "dN.dS_ENSG00000174437" 0.00413626270891387 19.1122935589679 2.13301024341951e-05 6.10177580124776e-07 64
"91" "dN.dS_ENSG00000176208" 0.0029500968349135 22.1450219960248 0.00403101530510637 1.0707265366174e-07 62
"92" "dN.dS_ENSG00000107882" 0.0019404217517122 24.7614088361936 0.0656138795480277 1.34462113363429e-08 63
"93" "dN.dS_ENSG00000174243" 0.000986007999014615 26.2427980844526 0.397814173124452 7.72855867517767e-09 59
"94" "dN.dS_ENSG00000152127" 0.000310076279408024 28.1458967384673 0.768840439046753 5.88440639382731e-10 60
"95" "dN.dS_ENSG00000087087" 0.00248901853718501 21.6873589799026 0.0134761040130321 3.65413197303133e-07 61
"96" "dN.dS_ENSG00000137075" 0.0016484085110623 21.3611434123036 0.1036554335128 2.34964710237332e-07 52
"97" "dN.dS_ENSG00000139842" 0.00171123983186284 18.6269247408279 0.0482760062902856 1.40224461521353e-06 49
"98" "dN.dS_ENSG00000120616" -0.000898920854733475 32.092650600277 0.413664583406736 5.28620380824072e-11 61
"99" "dN.dS_ENSG00000080815" 0.00171570141180219 22.986697023694 0.104335654612032 2.30710737430637e-08 55
"100" "dN.dS_ENSG00000096746" 0.000397685934423833 13.7454766869627 0.558037788230862 2.33231116601956e-06 30
"101" "dN.dS_ENSG00000136504" 0.00115748032196411 20.0336446675151 0.285902398468494 2.34569215621128e-07 46
"102" "dN.dS_ENSG00000174444" 0.000528710908219142 20.6248959267434 0.542043831842531 7.26559399825986e-08 45
"103" "dN.dS_ENSG00000072364" 0.00217946638580061 22.9000674348849 0.0266620297255996 5.14949826269735e-08 59
"104" "dN.dS_ENSG00000108001" 0.00483185448202314 16.5726085843232 2.70698510061618e-06 8.86417456626083e-06 62
"105" "dN.dS_ENSG00000078900" -0.00045826089225571 23.3956589661041 0.623421927745015 2.66375243373269e-06 42
"106" "dN.dS_ENSG00000197122" 0.000861547840161271 27.1460036682165 0.438076684854015 2.982862239041e-09 61
"107" "dN.dS_ENSG00000162337" 0.00155337906962012 -1.03998051027557 0.0286244249339107 0.741876565290269 12
"108" "dN.dS_ENSG00000073464" 0.00178328808576002 20.8001201432302 0.108583102264038 1.70949912879558e-07 51
"109" "dN.dS_ENSG00000154380" 0.0027132445710634 21.4153062993803 0.00396392960105374 1.22923554573026e-07 59
"110" "dN.dS_ENSG00000096384" 0.00299150488945874 11.8990077008725 0.000702864544160555 0.000412139792712723 47
"111" "dN.dS_ENSG00000100883" 0.00360369971762534 5.86750099056505 2.73670930947987e-07 0.00339829417246975 33
"112" "dN.dS_ENSG00000065559" 0.000373081874219863 20.0672754045197 0.668694553797347 1.48230153662782e-07 43
"113" "dN.dS_ENSG00000168439" 0.00303343226249996 14.1419329143835 0.000289723512035652 7.5038830038479e-06 46
"114" "dN.dS_ENSG00000145632" 0.00118224415923331 24.0048520781941 0.282875061784563 5.20771593612365e-08 57
"115" "dN.dS_ENSG00000090372" -0.00061578767062874 29.4486446134535 0.509691081630492 9.14642851003118e-11 54
"116" "dN.dS_ENSG00000125304" 0.00496440504086825 17.0230155018705 3.2731394438842e-06 4.93970946304373e-06 63
"117" "dN.dS_ENSG00000131876" 0.000263896044513685 15.4416116809196 0.761242530913448 7.59903482269451e-07 31
"118" "dN.dS_ENSG00000186260" 0.000754628989001538 29.2394301161333 0.501124057253012 9.39547755554406e-10 63
"119" "dN.dS_ENSG00000198720" 0.0011300812015786 25.7959975383387 0.249501632595905 3.29825461225022e-09 59
"120" "dN.dS_ENSG00000196419" 9.55756574791604e-05 26.3411052558442 0.930985750144722 6.43502899275715e-09 55
"121" "dN.dS_ENSG00000142208" 0.000916015680546665 14.1018844390338 0.182410319113587 6.72477617110901e-06 36
"122" "dN.dS_ENSG00000164076" 0.00520368688598371 14.454865324848 8.83787728731774e-08 3.10759806100466e-05 61
"123" "dN.dS_ENSG00000071243" 0.00218154492088332 20.8941406065765 0.0333772673360299 8.26751111485623e-08 56
"124" "dN.dS_ENSG00000109971" 0.000510559627805168 9.97642204119874 0.630824273326834 0.000810233281018739 21
"125" "dN.dS_ENSG00000116106" 0.00233651740001289 22.4837433852109 0.0289780870638484 1.99842278654445e-07 58
"126" "dN.dS_ENSG00000197170" -0.00206163798401984 27.7715840261908 0.0496864329196007 2.22107825173963e-11 45
"127" "dN.dS_ENSG00000124702" 0.00259145530008907 21.9754793227367 0.00709648965575244 9.27991206001845e-08 64
"128" "dN.dS_ENSG00000156261" 0.00271995220225131 22.0231359987244 0.00662980147049591 1.5280615154184e-07 60
"129" "dN.dS_ENSG00000054965" 0.000221550799313206 16.9549598197224 0.801706312553153 3.62698717924871e-06 35
"130" "dN.dS_ENSG00000156642" 0.000467922240155868 25.795932859374 0.66278056346577 2.34925379431716e-09 55
"131" "dN.dS_ENSG00000129083" 0.00292572003216549 21.9290533155178 0.00239066988945826 4.95170936224359e-08 64
"132" "dN.dS_ENSG00000094631" 0.000620997073008209 24.934569483722 0.520359775357058 6.86037404628951e-09 54
"133" "dN.dS_ENSG00000138668" 0.00178141946261748 19.0501098307412 0.0594110794095634 4.5874476915464e-07 49
"134" "dN.dS_ENSG00000077147" 0.00254889786045504 18.4406287836869 0.00338565469954603 3.7919729145999e-07 54
"135" "dN.dS_ENSG00000036549" 0.0013269512256927 22.6029611521168 0.1676367974995 2.1704659605363e-07 55
"136" "dN.dS_ENSG00000100353" 0.00174437050131881 17.5960742992195 0.053728729605283 3.08003209559172e-07 45
"137" "dN.dS_ENSG00000124813" 0.00358471375416501 13.3881845407797 1.12087839301917e-05 1.02555337667362e-05 47
"138" "dN.dS_ENSG00000070808" 0.00366959027579857 10.4221107963068 0.000636455963879919 0.000351776227933101 39
"139" "dN.dS_ENSG00000107758" 0.00367001583875407 15.2720521780082 8.96023163567349e-05 1.29346822945276e-05 53
"140" "dN.dS_ENSG00000142459" 0.0012634629784908 11.7715521667434 0.122890863151561 0.000990841855684889 33
"141" "dN.dS_ENSG00000116560" -0.00062356289514537 23.2520675205827 0.488129352248154 5.38645209142169e-09 42
"142" "dN.dS_ENSG00000198730" 0.00498600993872041 17.5898157001812 1.21062696742824e-07 6.78102118784731e-07 66
"143" "dN.dS_ENSG00000101138" -0.00114506537568234 21.6528254062619 0.232370666162955 1.45039799499112e-09 42
"144" "dN.dS_ENSG00000165916" 0.00102857313165587 19.240755051919 0.195537308894894 1.35561420692978e-07 47
"145" "dN.dS_ENSG00000133216" 0.00306352080203573 21.0157165990511 0.00191344395506309 2.62795843778265e-07 62
"146" "dN.dS_ENSG00000137815" 0.00210548075169868 18.1941596518667 0.0228530593677609 3.24478111777531e-07 47
"147" "dN.dS_ENSG00000114554" 0.000440655671189493 22.2029952381876 0.604463312678672 4.23148892995494e-08 48
"148" "dN.dS_ENSG00000169710" 0.000260422662625373 11.5543859119163 0.700810610264777 0.00201583628995411 25
"149" "dN.dS_ENSG00000083307" -0.000159537170751727 29.4564573190587 0.894333928590155 1.61265518247912e-09 57
"150" "dN.dS_ENSG00000047056" 0.00351911229457527 18.0322520531036 0.000133974050197984 1.61445638601179e-06 60
"151" "dN.dS_ENSG00000153046" 0.00150756077039877 23.6683434037193 0.11032309517114 3.22771387008204e-08 56
"152" "dN.dS_ENSG00000132485" 0.00135666308027008 22.2124968393309 0.170044642701279 3.52021061023036e-08 52
"153" "dN.dS_ENSG00000183814" 0.00242163240020087 21.1043678589956 0.0115019220333962 4.14279994726144e-07 57
"154" "dN.dS_ENSG00000115875" 0.00355520207374093 11.4844849166715 6.04075301466457e-05 3.38923709992004e-05 43
"155" "dN.dS_ENSG00000102974" 0.00348440184713008 20.0525961208182 0.00359816365533096 1.85524947000678e-06 62
"156" "dN.dS_ENSG00000124571" -0.00134439690949745 34.7595496143631 0.185072524665444 1.63626070424672e-12 60
"157" "dN.dS_ENSG00000118454" -0.000988801817239253 34.8239091970529 0.317539976742061 3.25015818911531e-13 65
"158" "dN.dS_ENSG00000149136" -0.00033125954096952 29.013989783547 0.766576121428866 6.04475991793574e-10 58
"159" "dN.dS_ENSG00000163634" 0.00296684539435593 14.4860395787725 0.000454052164142098 6.82618579453463e-06 48
"160" "dN.dS_ENSG00000102226" 0.00229844378315567 21.2417183871987 0.0164706509604304 6.44257901970304e-07 57
"161" "dN.dS_ENSG00000148400" -0.00124803889743746 21.3809680325342 0.0985469197445091 3.38334780339615e-07 32
"162" "dN.dS_ENSG00000139687" 0.00149191578330715 28.0133282228455 0.185349174261836 3.4454629759745e-09 64
"163" "dN.dS_ENSG00000109111" 0.00082675484608101 28.7874268113668 0.429522402451182 6.07568664708583e-10 65
"164" "dN.dS_ENSG00000108262" 0.00232427496380199 24.2158777308979 0.0232392892552863 3.55049034256052e-08 62
"165" "dN.dS_ENSG00000082641" -0.000134142717480935 29.1791607123382 0.900312855094252 4.77161059936664e-10 62
"166" "dN.dS_ENSG00000091622" -0.000111790956146793 32.355596927579 0.915601708205104 5.4753643341726e-11 63
"167" "dN.dS_ENSG00000147548" 0.00173221098664794 22.317078294239 0.063782199298965 1.25828379855726e-07 55
"168" "dN.dS_ENSG00000183207" 0.00285349456186372 10.3491825078332 0.00236978034528378 0.00280236315562367 38
"169" "dN.dS_ENSG00000131725" 0.00234885490968708 21.914941145861 0.0195308961502488 2.37057843790531e-07 61
"170" "dN.dS_ENSG00000136448" 0.00312506076223229 18.3386008609581 0.00397116091175202 3.26635497121307e-06 56
"171" "dN.dS_ENSG00000067842" 0.00428253464524845 17.633434555785 6.48374437461221e-05 3.48570960147406e-06 60
"172" "dN.dS_ENSG00000154727" 0.000503580352179842 23.7172814110221 0.694186822239898 1.84684377764131e-07 55
"173" "dN.dS_ENSG00000115935" 0.00195544864956396 15.6880268987465 0.017578364307951 2.18599462298744e-05 45
"174" "dN.dS_ENSG00000126583" 0.00426478659311103 16.5132112441869 4.59987766922806e-06 4.48740294044086e-06 62
"175" "dN.dS_ENSG00000196961" 0.00292080424505142 22.1239957873019 0.00703428828160193 3.19707293041329e-07 61
"176" "dN.dS_ENSG00000171843" 0.00201361443557179 16.9339667488116 0.016464656685957 1.67954124573573e-06 45
"177" "dN.dS_ENSG00000142230" 0.000970857953384152 20.3902030245251 0.381431701456095 1.35225709383826e-06 47
"178" "dN.dS_ENSG00000110048" 0.00278097263049586 21.6351484917157 0.00525353610902241 2.77479944724873e-07 60
"179" "dN.dS_ENSG00000151612" 0.0014845529361394 25.0380264384461 0.160676436265067 4.3870634354614e-08 60
"180" "dN.dS_ENSG00000168522" 0.00234962294904369 19.5553172119762 0.010079176419463 2.54257726717684e-07 54
"181" "dN.dS_ENSG00000095787" 0.00266072878202856 19.1851030359835 0.00380812388506676 1.49485646563922e-06 55
"182" "dN.dS_ENSG00000196323" 0.00227372949849712 19.0846690941437 0.0226270315129211 4.98099544232849e-06 55
"183" "dN.dS_ENSG00000170144" 0.000416030284310942 11.165018367493 0.549314181784124 0.000342458430375684 24
"184" "dN.dS_ENSG00000143376" 0.00329027016847301 19.0225397449747 0.0010705100234009 5.61873285179903e-07 61
"185" "dN.dS_ENSG00000176444" 0.00140890697327709 25.1601542153736 0.238200235748584 2.06086975381685e-08 62
"186" "dN.dS_ENSG00000135040" -0.000421840569131632 27.9263106668057 0.689884339750841 2.94194076368208e-10 57
"187" "dN.dS_ENSG00000173039" 0.00085508895597256 25.0713049877413 0.378303664622867 1.93954505321111e-08 56
"188" "dN.dS_ENSG00000087095" 0.0021274278209506 11.1091024631353 0.00304767057845519 1.04804693914386e-05 34
"189" "dN.dS_ENSG00000106615" 0.00179978650500253 17.97807047297 0.0430895672754974 1.17788621226724e-06 49
"190" "dN.dS_ENSG00000122299" -0.00204350063319576 38.3983860412011 0.0485703492623783 2.48646011214763e-14 64
"191" "dN.dS_ENSG00000159352" 0.00237202414088854 16.884250227275 0.00406479581036256 1.0171762957524e-06 47
"192" "dN.dS_ENSG00000162706" 0.00179736417248206 27.153928273299 0.11039186240158 4.24938166696521e-09 66
"193" "dN.dS_ENSG00000133422" -0.000474158174204514 28.8648394189385 0.626964352783497 4.06973709576879e-09 54
"194" "dN.dS_ENSG00000198853" 0.00565532392501843 11.1127825970844 1.19006664535993e-11 8.62806968418513e-05 59
"195" "dN.dS_ENSG00000166477" 0.00281996377147298 19.5703116436694 0.00728443564420144 3.85227551607418e-06 56
"196" "dN.dS_ENSG00000136261" 0.00285792202164359 12.7506238410953 0.000540269793893604 8.84215827374042e-06 39
"197" "dN.dS_ENSG00000163466" 0.0023051233904518 13.3316496774066 0.00218658980479659 1.61690331930852e-05 41
"198" "dN.dS_ENSG00000087258" 0.00219998982029525 20.1523484587329 0.0261296828041544 5.22099669350153e-07 54
"199" "dN.dS_ENSG00000122515" 0.00012617295327793 30.6016568048651 0.905502916415016 3.12916974156853e-10 61
"200" "dN.dS_ENSG00000145431" 0.00230773763412436 23.5307557815343 0.021281465855929 3.20835241761015e-08 65
"201" "dN.dS_ENSG00000196700" 0.000140126378486498 30.2848148669133 0.888854997159353 1.75848525634052e-10 61
"202" "dN.dS_ENSG00000168036" 0.00194843922073202 12.3798739159581 0.0314906036460182 2.47738341108953e-05 36
"203" "dN.dS_ENSG00000068366" 0.00449254714687111 15.0956407575258 2.95717502655413e-07 5.2771661807493e-06 59
"204" "dN.dS_ENSG00000100614" 0.00201435792233718 20.0164099335297 0.0705939046344478 2.98542799393441e-06 52
"205" "dN.dS_ENSG00000011304" 0.00151010357795288 11.9089408502445 0.207312083476359 0.00924535437070365 33
"206" "dN.dS_ENSG00000103249" 0.00449363832309726 10.7682255336495 1.12176677247769e-08 7.75249134486966e-05 50
"207" "dN.dS_ENSG00000079432" 0.00395656814540174 18.0766750302995 9.7522709149894e-05 2.58755096838946e-06 59
"208" "dN.dS_ENSG00000126581" 0.00284513679264968 15.6641186779914 0.000541909630992062 5.94107820548677e-06 52
"209" "dN.dS_ENSG00000079805" 0.00335248014779796 20.4620803258336 0.000835587843468766 5.65581520214344e-07 61
"210" "dN.dS_ENSG00000169032" 0.00314855597385108 15.4795720205235 0.000718354502142962 6.25327674160803e-06 52
"211" "dN.dS_ENSG00000115053" 0.00171460023317685 17.3003402797855 0.0437007236256066 1.42460655788272e-05 46
"212" "dN.dS_ENSG00000205339" 0.00136916924429881 17.5322511872828 0.0825165865684246 3.87585986419316e-07 42
"213" "dN.dS_ENSG00000151617" 0.00524985704529722 15.5240992903215 2.65791904137721e-08 3.97946494259369e-06 62
"214" "dN.dS_ENSG00000157212" 0.00379863287623702 14.7038008939916 1.52243936201896e-05 2.00174109943227e-05 53
"215" "dN.dS_ENSG00000162374" 0.00124804169087405 23.6439284865661 0.248049610508369 5.63634791304509e-09 58
"216" "dN.dS_ENSG00000165494" 0.000713097355927075 30.4331728875306 0.498591603469757 3.69414821626694e-10 65
"217" "dN.dS_ENSG00000100664" 0.00326529209607348 20.1171677773889 0.00094009961241763 4.37133566937685e-07 63
"218" "dN.dS_ENSG00000106723" 5.60989913234701e-05 13.7902491534955 0.939626726020312 3.47909314401456e-06 28
"219" "dN.dS_ENSG00000179295" 0.00429752089243696 11.9105920580583 3.41607748562395e-08 4.42912768721832e-06 48
"220" "dN.dS_ENSG00000100316" 0.00186475869412901 13.971794121848 0.0209328137677895 4.25206374957043e-06 37
"221" "dN.dS_ENSG00000062485" 0.0023358581715713 18.4784073003446 0.0154247333429323 2.21261266904493e-05 53
"222" "dN.dS_ENSG00000161405" 0.00456775462388278 16.7456759608596 2.97467745395129e-07 9.88801480745067e-07 65
"223" "dN.dS_ENSG00000008441" 0.00493505077831344 17.1944349659513 1.92903775338674e-07 1.64587723590657e-06 65
"224" "dN.dS_ENSG00000118260" 0.00157819866641835 11.300429665055 0.135318575957892 7.41518178830447e-05 29
"225" "dN.dS_ENSG00000215421" 0.00294931102296726 18.5092339187066 0.00204370180096361 2.02741553782556e-06 56
"226" "dN.dS_ENSG00000121022" 0.00157850048902813 9.54118180829658 0.0958422264236991 0.000191328269516846 25
"227" "dN.dS_ENSG00000198963" 0.00522876712556722 15.246901397369 1.97333599652578e-09 1.12671411802566e-06 63
"228" "dN.dS_ENSG00000107105" 0.00289279427601027 8.8681788914996 8.68061772523834e-07 2.17763842310874e-05 35
"229" "dN.dS_ENSG00000154832" 0.00138612131633752 24.5860858218969 0.165597975245093 1.48887174656025e-08 61
"230" "dN.dS_ENSG00000141030" 0.00171363728653975 11.9379517650513 0.0335229754134079 2.20307049249333e-05 34
"231" "dN.dS_ENSG00000136231" -0.00160681111679786 30.4570621987211 0.11922158856762 1.15618711149095e-11 57
"232" "dN.dS_ENSG00000132155" 0.00198248949806802 24.3923612513487 0.071109857718663 2.18934841007983e-08 59
"233" "dN.dS_ENSG00000136848" 0.00415887150167429 19.5404710854969 3.16859955706621e-05 6.82446308698904e-07 64
"234" "dN.dS_ENSG00000107864" 0.00362968769131715 17.7869468041707 9.53028919544459e-05 2.61281720937167e-06 58
"235" "dN.dS_ENSG00000172239" -0.000561794047195772 27.0867570990852 0.539263576766061 8.49906042001316e-10 51
"236" "dN.dS_ENSG00000141551" 0.00173999299590944 23.0623412500851 0.0973154888694789 4.4882936819268e-08 55
"237" "dN.dS_ENSG00000100852" 0.00331722988212811 17.6108183380017 0.00116327895672713 2.91835603737958e-06 58
